source_file,csv_name,C:\Users\kschi\OneDrive\Desktop\Placards\TEST_SVGs\020NOBL_clean.svg,area,area_est,axis,bbox_area_sum,bin_center,check,commands,count,coverage_percent,def_id,file,fill,has_HV,href,id,index,kind_prop,opacity,rank,stroke,stroke_width,tag,value,vb_area
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,222,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,223,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,224,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,225,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,226,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,227,,,,,,g,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,228,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,229,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,230,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,231,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,232,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,233,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,234,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,235,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,236,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,237,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,238,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,239,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,240,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,241,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,242,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,243,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,244,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,245,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,246,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,247,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,248,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,249,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,250,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,251,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,252,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,253,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,254,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,255,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,256,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,257,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,258,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,259,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,260,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,261,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,262,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,263,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,264,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,265,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,266,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,267,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,268,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,269,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,270,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,271,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,272,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,273,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,274,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,275,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,276,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,277,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,278,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,279,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,280,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,281,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,282,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,283,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,284,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,285,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,286,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,287,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,288,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,289,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,290,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,291,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,292,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,293,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,294,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,295,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,296,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,297,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,298,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,299,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,300,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,301,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,302,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,303,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,304,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,305,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,306,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,307,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,308,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,309,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,310,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,311,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,312,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,313,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,314,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,315,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,316,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,317,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,318,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,319,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,320,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,321,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,322,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,323,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,324,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,325,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,326,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,327,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,328,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,329,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,330,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,331,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,332,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,333,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,334,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,335,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,336,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,337,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,338,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,339,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,340,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,341,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,342,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,343,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,344,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,345,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,346,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,,,,,,,0,,,347,,,,,,use,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,348,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,349,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,350,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,351,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,352,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,353,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,354,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,355,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,356,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,357,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,358,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,359,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,360,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,361,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,362,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,363,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,364,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,365,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,366,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,367,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,368,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,369,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,370,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,371,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,372,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,373,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,374,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,375,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,376,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,377,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,378,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,379,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,380,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,381,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,382,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,383,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,384,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,385,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,386,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,387,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,388,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,389,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,390,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,391,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,392,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,393,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,394,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,395,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,396,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,397,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,398,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,399,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,400,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,401,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,402,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,403,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,404,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,405,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,406,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,407,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,408,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,409,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,410,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,411,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,412,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,413,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,414,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,415,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,416,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,417,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,418,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,419,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,420,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,421,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,422,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,423,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,424,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,425,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,426,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,427,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,428,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,429,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,430,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,431,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,432,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,433,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,434,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,435,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,436,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,437,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,438,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,439,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,440,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,441,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,442,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,443,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,444,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,445,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,446,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,447,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,448,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,449,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,450,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,451,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,452,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,453,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,454,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,455,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,456,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,457,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,458,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,459,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,460,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,461,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,462,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,463,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,464,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,465,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,466,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,467,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,468,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,469,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,470,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,471,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,472,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,473,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,474,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,475,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,476,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,477,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,478,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,479,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,480,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,481,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,482,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,483,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,484,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,485,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,486,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,487,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,488,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,489,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,490,,,,#0000ff,12.0,path,,
