source_file,csv_name,C:\Users\kschi\OneDrive\Desktop\Placards\TEST_SVGs\264BOAT_clean.svg,area,area_est,axis,bbox_area_sum,bin_center,check,commands,count,coverage_percent,def_id,file,fill,has_HV,href,id,index,kind_prop,opacity,rank,stroke,stroke_width,tag,value,vb_area
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,237,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,238,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,239,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,240,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,241,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,242,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,243,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,244,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,245,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,246,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,247,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,248,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,249,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,250,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,251,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,252,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,253,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,254,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,255,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,256,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,257,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,258,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,259,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,260,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,261,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,262,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,263,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,264,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,265,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,266,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,267,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,268,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,269,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,270,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,271,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,272,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,273,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,274,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,275,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,276,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,277,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,278,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,279,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,280,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,281,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,282,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,283,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,284,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,285,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,286,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,287,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,288,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,289,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,290,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,291,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,292,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,293,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,294,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,295,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,296,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,297,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,298,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,299,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,300,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,301,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,302,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,303,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,304,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,305,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,306,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,307,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,308,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,309,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,310,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,311,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,312,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,313,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,314,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,315,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,316,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,317,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,318,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,319,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,320,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,321,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,322,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,323,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,324,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,325,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,326,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,327,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,328,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,329,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,330,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,331,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,332,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,333,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,334,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,335,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,336,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,337,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,338,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,339,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,340,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,341,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,342,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,343,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,344,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,345,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,346,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,347,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,348,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,349,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,350,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,351,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,352,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,353,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,354,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,355,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,356,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,357,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,358,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,359,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,360,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,361,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,362,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,363,,,,,,use,,
264BOAT_clean,elements.csv,,,11.02,,,,,M:1 H:1 V:1 Z:1,,,,,#f8991e,1,,,364,,,,,,path,,
264BOAT_clean,elements.csv,,,11.02,,,,,M:1 H:1 V:1 Z:1,,,,,none,1,,,365,,,,#f8991e,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,366,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,367,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,368,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,369,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,370,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,371,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,372,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,373,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,374,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,375,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,376,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,377,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,378,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,379,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,380,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,381,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,382,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,383,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,384,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,385,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,386,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,387,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,388,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,389,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,390,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,391,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,392,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,393,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,394,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,395,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,396,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,397,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,398,,,,,,use,,
264BOAT_clean,elements.csv,,,1.72,,,,,M:1 C:1,,,,,none,0,,,399,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,#f8991e,0,,,400,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,401,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,402,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,403,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,404,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,405,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,406,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,407,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,408,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,409,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,410,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,411,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,412,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,413,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,414,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,415,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,416,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,417,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,418,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,419,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,420,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,421,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,422,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,423,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,424,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,425,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,426,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,427,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,428,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,429,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,430,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,431,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,432,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,433,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,434,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,435,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,436,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,437,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,438,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,439,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,440,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,441,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,442,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,443,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,444,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,445,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,446,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,447,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,448,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,449,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,450,,,,,,use,,
264BOAT_clean,elements.csv,,,28.38,,,,,M:1 Z:1,,,,,,0,,,451,,,,,,path,,
264BOAT_clean,elements.csv,,,28.38,,,,,M:1 Z:1,,,,,none,0,,,452,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,453,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,454,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,455,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,456,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,457,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,458,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,459,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,460,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,461,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,462,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,463,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,464,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,465,,,,,,use,,
264BOAT_clean,elements.csv,,,36.29,,,,,M:1 Z:1,,,,,,0,,,466,,,,,,path,,
264BOAT_clean,elements.csv,,,36.29,,,,,M:1 Z:1,,,,,none,0,,,467,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,468,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,469,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,470,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,471,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,472,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,473,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,474,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,475,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,476,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,477,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,478,,,,,,use,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,,0,,,479,,,,,,path,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,none,0,,,480,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,481,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,482,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,483,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,484,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,485,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,486,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,487,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,488,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,489,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,490,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,491,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,492,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,493,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,494,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,495,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,496,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,497,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,498,,,,,,use,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,,0,,,499,,,,,,path,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,none,0,,,500,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,4.20,,,,,M:1 H:1,,,,,none,1,,,501,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,502,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,503,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,504,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,505,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,506,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,507,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,508,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,509,,,,,,use,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,,0,,,510,,,,,,path,,
264BOAT_clean,elements.csv,,,24.88,,,,,M:1 Z:1,,,,,none,0,,,511,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,512,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,513,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,514,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,515,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,516,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,517,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,518,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,519,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,520,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,521,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,522,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,523,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,524,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,525,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,526,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,527,,,,,,use,,
264BOAT_clean,elements.csv,,,45.21,,,,,M:1 Z:1,,,,,,0,,,528,,,,,,path,,
264BOAT_clean,elements.csv,,,45.21,,,,,M:1 Z:1,,,,,none,0,,,529,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,530,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,531,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,532,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,533,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,534,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,535,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,536,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,537,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,538,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,539,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,540,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,541,,,,,,use,,
264BOAT_clean,elements.csv,,,,,,,,,,,,,,0,,,542,,,,,,use,,
264BOAT_clean,elements.csv,,,50.40,,,,,M:1 Z:1,,,,,,0,,,543,,,,,,path,,
264BOAT_clean,elements.csv,,,50.40,,,,,M:1 Z:1,,,,,none,0,,,544,,,,#000000,0.0,path,,
264BOAT_clean,elements.csv,,,145.48,,,,,M:1,,,,,none,0,,,545,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,117.97,,,,,M:1,,,,,none,0,,,546,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,51.16,,,,,M:1,,,,,none,0,,,547,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,0.85,,,,,M:1,,,,,none,0,,,548,,,,#000000,12.0,path,,
264BOAT_clean,elements.csv,,,186.15,,,,,M:1,,,,,none,0,,,549,,,,#000000,12.0,path,,
